Endpoint,Family,Lab,Type,USD/image @1MP,Price basis,Max MP,Size options,Aspect ratios,Image input?,Mask/inpaint?,LoRA?,Style/ref?,Batch max,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
fal-ai/control-light,Relighting,,i2i,0.03,$0.03/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,IC-Light-class photometric relighting with light-source control.,Can flatten materials.,"Product-photo relight, composite harmonization.",General editing.
fal-ai/iclight-v2,Relighting,,i2i,0.1,$0.1/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,No,No,4,IC-Light-class photometric relighting with light-source control.,Can flatten materials.,"Product-photo relight, composite harmonization.",General editing.
fal-ai/ccsr,Restoration,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/codeformer,Restoration,,i2i,0.0021,$0.0021/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/ddcolor,Restoration,,i2i,0.001,$0.001/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/docres,Restoration,,i2i,0.025,$0.025/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/docres/dewarp,Restoration,,i2i,0.03,$0.03/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/drct-super-resolution,Restoration,,i2i,0.0045,$0.0045/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/nafnet/deblur,Restoration,,i2i,0.0225,$0.0225/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/nafnet/denoise,Restoration,,i2i,0.0225,$0.0225/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/pasd,Restoration,,i2i,0.03,$0.03/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
fal-ai/retoucher,Restoration,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Deblur/denoise/colorize/face-restore specialists (NAFNet, CodeFormer, DDColor...).","Per-task models, no unified control.","Archive restoration, UGC cleanup.",Net-new imagery.
reve/2.1/edit,Reve,,i2i,0.25,$0.25 per image,,fixed,"4:1, 3:1, 21:9, 2:1, 17:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 1:2, 1:3, 1:4, auto",Yes,No,No,No,4,Design-aware generation with strong adherence (Halfmoon lineage).,Small ecosystem.,"Design comps, art direction exploration.",Volume pipelines.
reve/2.1/remix,Reve,Reve,i2i,0.25,$0.25 per image,,fixed,"4:1, 3:1, 21:9, 2:1, 17:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 1:2, 1:3, 1:4, auto",Yes,No,No,No,4,Design-aware generation with strong adherence (Halfmoon lineage).,Small ecosystem.,"Design comps, art direction exploration.",Volume pipelines.
reve/2.1/text-to-image,Reve,Reve,t2i,0.25,$0.25 per image,,fixed,"4:1, 3:1, 21:9, 2:1, 17:9, 16:9, 3:2, 4:3, 5:4, 1:1, 4:5, 3:4, 2:3, 9:16, 1:2, 1:3, 1:4, auto",No,No,No,No,4,Design-aware generation with strong adherence (Halfmoon lineage).,Small ecosystem.,"Design comps, art direction exploration.",Volume pipelines.
fal-ai/evf-sam,SAM segmentation,,i2i,0.005,$0.005 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/sam-3-1/image,SAM segmentation,,i2i,0.01,$0.01 per request,,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/sam-3-1/image-rle,SAM segmentation,,i2i,0.01,$0.01 per request,,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/sam-3/image,SAM segmentation,,i2i,0.005,$0.005 per request,,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/sam-3/image-rle,SAM segmentation,,i2i,0.005,$0.005 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/sam2/auto-segment,SAM segmentation,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/sam2/image,SAM segmentation,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,Segment-Anything (v1/2) masks as a service.,Masks only.,"Auto-masking for edits, dataset prep.",Generation.
fal-ai/dreamshaper,SD community minis,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Community checkpoints (Pony, DreamShaper) with devoted niches.",Dated bases.,Niche community aesthetics.,Commercial work.
fal-ai/illusion-diffusion,SD community minis,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,1,"Community checkpoints (Pony, DreamShaper) with devoted niches.",Dated bases.,Niche community aesthetics.,Commercial work.
fal-ai/pony-v7,SD community minis,,t2i,0.03,$0.03/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,2,"Community checkpoints (Pony, DreamShaper) with devoted niches.",Dated bases.,Niche community aesthetics.,Commercial work.
fal-ai/fast-lcm-diffusion,SD/SDXL legacy,Stability AI,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-lcm-diffusion/image-to-image,SD/SDXL legacy,Stability AI,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-lcm-diffusion/inpainting,SD/SDXL legacy,Stability AI,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,No,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-lightning-sdxl,SD/SDXL legacy,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-lightning-sdxl/image-to-image,SD/SDXL legacy,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-lightning-sdxl/inpainting,SD/SDXL legacy,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-sdxl,SD/SDXL legacy,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-sdxl/image-to-image,SD/SDXL legacy,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-sdxl/inpainting,SD/SDXL legacy,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/lcm-sd15-i2i,SD/SDXL legacy,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,Yes,No,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/lora,SD/SDXL legacy,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/lora/image-to-image,SD/SDXL legacy,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-cascade,SD/SDXL legacy,Stability AI,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-cascade/sote-diffusion,SD/SDXL legacy,Stability AI,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-diffusion-v15,SD/SDXL legacy,Stability AI,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-diffusion-v3-medium,SD/SDXL legacy,Stability AI,t2i,0.035,$0.035 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-diffusion-v3-medium/image-to-image,SD/SDXL legacy,Stability AI,i2i,,,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-diffusion-v35-large,SD/SDXL legacy,Stability AI,t2i,0.065,$0.065/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/stable-diffusion-v35-medium,SD/SDXL legacy,Stability AI,t2i,0.02,$0.02/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Free-tier compute pricing, LoRA/ControlNet ecosystems, fully understood behavior.","2023-era quality: anatomy, text and coherence all dated.","Hobby projects, education, existing SDXL pipelines.",Anything competing on quality in 2026.
fal-ai/fast-sdxl-controlnet-canny,SDXL ControlNet,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,Yes,8,"Mature, precise structural control (canny/depth/union) on SDXL.",SDXL base quality underneath.,Layout-exact compositing where structure beats fidelity.,Final-quality output.
fal-ai/fast-sdxl-controlnet-canny/image-to-image,SDXL ControlNet,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,Yes,8,"Mature, precise structural control (canny/depth/union) on SDXL.",SDXL base quality underneath.,Layout-exact compositing where structure beats fidelity.,Final-quality output.
fal-ai/fast-sdxl-controlnet-canny/inpainting,SDXL ControlNet,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,Yes,8,"Mature, precise structural control (canny/depth/union) on SDXL.",SDXL base quality underneath.,Layout-exact compositing where structure beats fidelity.,Final-quality output.
fal-ai/sdxl-controlnet-union,SDXL ControlNet,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,8,"Mature, precise structural control (canny/depth/union) on SDXL.",SDXL base quality underneath.,Layout-exact compositing where structure beats fidelity.,Final-quality output.
fal-ai/sdxl-controlnet-union/image-to-image,SDXL ControlNet,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,8,"Mature, precise structural control (canny/depth/union) on SDXL.",SDXL base quality underneath.,Layout-exact compositing where structure beats fidelity.,Final-quality output.
fal-ai/sdxl-controlnet-union/inpainting,SDXL ControlNet,,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,8,"Mature, precise structural control (canny/depth/union) on SDXL.",SDXL base quality underneath.,Layout-exact compositing where structure beats fidelity.,Final-quality output.
fal-ai/sana,Sana,,t2i,0.001,$0.001/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,NVIDIA's tiny ultra-fast model (4K in ~1s class); efficient at scale.,Detail and adherence trail big models.,"Realtime previews, latency-sensitive apps.",Final-quality output.
fal-ai/sana/sprint,Sana,,t2i,0.0025,$0.0025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,NVIDIA's tiny ultra-fast model (4K in ~1s class); efficient at scale.,Detail and adherence trail big models.,"Realtime previews, latency-sensitive apps.",Final-quality output.
fal-ai/sana/v1.5/1.6b,Sana,,t2i,0.0075,$0.0075/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,NVIDIA's tiny ultra-fast model (4K in ~1s class); efficient at scale.,Detail and adherence trail big models.,"Realtime previews, latency-sensitive apps.",Final-quality output.
fal-ai/sana/v1.5/4.8b,Sana,,t2i,0.01,$0.01/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,NVIDIA's tiny ultra-fast model (4K in ~1s class); efficient at scale.,Detail and adherence trail big models.,"Realtime previews, latency-sensitive apps.",Final-quality output.
bytedance/seedream/v5/lite/edit,Seedream,Bytedance,i2i,0.035,$0.035 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto_2K, auto_3K, auto_4K",via image_size,Yes,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
bytedance/seedream/v5/lite/text-to-image,Seedream,Bytedance,t2i,0.035,$0.035 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto_2K, auto_3K, auto_4K",via image_size,No,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
bytedance/seedream/v5/pro/edit,Seedream,Bytedance,i2i,,,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto_1K, auto_2K",via image_size,Yes,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
bytedance/seedream/v5/pro/layerize,Seedream,Bytedance,i2i,,,1.1,"auto, auto_1K, auto_1.5K, auto_2K",via image_size,Yes,No,No,No,1,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
bytedance/seedream/v5/pro/text-to-image,Seedream,Bytedance,t2i,0.0675,$0.0675 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto_1K, auto_2K",via image_size,No,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
fal-ai/bytedance/seedream/v4.5/edit,Seedream,Bytedance,i2i,0.04,$0.04 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto_2K, auto_4K",via image_size,Yes,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
fal-ai/bytedance/seedream/v4.5/text-to-image,Seedream,Bytedance,t2i,0.04,$0.04 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto_2K, auto_4K",via image_size,No,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
fal-ai/bytedance/seedream/v4/edit,Seedream,Bytedance,i2i,0.03,$0.03 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto, auto_2K, auto_4K",via image_size,Yes,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
fal-ai/bytedance/seedream/v4/text-to-image,Seedream,Bytedance,t2i,0.03,$0.03 per image,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, auto, auto_2K, auto_4K",via image_size,No,No,No,No,6,"ByteDance's unified gen+edit frontier model — 4K output, strong prompt adherence, cheap at ~$0.03/image; v4.5 tops several arenas.",Aesthetic bias toward clean commercial looks; weaker community tooling.,"E-commerce and product imagery at volume, brand campaigns, 4K masters on a budget.","Fine-art direction, western editorial styles."
fal-ai/cartoonify,Stylize minis,,i2i,0.1,$0.1 per image,,fixed,fixed,Yes,No,No,No,1,"One-trick style converters (Ghibli, cartoon, pixel).",Single look each.,"Novelty features, campaign gimmicks.",Brand systems.
fal-ai/ghiblify,Stylize minis,,i2i,0.05,$0.05 per image,,fixed,fixed,Yes,No,No,No,1,"One-trick style converters (Ghibli, cartoon, pixel).",Single look each.,"Novelty features, campaign gimmicks.",Brand systems.
fal-ai/image2pixel,Stylize minis,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"One-trick style converters (Ghibli, cartoon, pixel).",Single look each.,"Novelty features, campaign gimmicks.",Brand systems.
fal-ai/telestyle-v2,Stylize minis,,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"One-trick style converters (Ghibli, cartoon, pixel).",Single look each.,"Novelty features, campaign gimmicks.",Brand systems.
clarityai/crystal-upscaler,Upscalers,Clarity AI,i2i,0.016,$0.016/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/aura-sr,Upscalers,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/chrono-edit-lora-gallery/upscaler,Upscalers,,i2i,0.03,$0.03 per 720p image,,fixed,fixed,Yes,No,Yes,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/clarity-upscaler,Upscalers,Clarity AI,i2i,0.03,$0.03/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/creative-upscaler,Upscalers,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/esrgan,Upscalers,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/seedvr/upscale/image,Upscalers,SeedVR,i2i,0.001,$0.001/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
fal-ai/seedvr/upscale/image/seamless,Upscalers,SeedVR,i2i,0.0025,$0.0025/MP x 1MP,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/adjust/image,Upscalers,Topaz Labs,i2i,0.08,$0.08 (parsed loosely),,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/denoise/image,Upscalers,Topaz Labs,i2i,,,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/restore/image,Upscalers,Topaz Labs,i2i,,,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
topaz/sharpen/image,Upscalers,Topaz Labs,i2i,,,,fixed,fixed,Yes,No,No,No,1,"Dedicated super-resolution (Topaz, Clarity, ESRGAN, SUPIR...) — real detail recovery at production scale.",Can hallucinate texture; per-MP cost stacks on large prints.,"Print prep, archive restoration, AI-output upscaling.",Content generation.
